Sun Dec 19 22:43:17 2021,2136.00
Sun Dec 19 22:43:18 2021,2172.00
Sun Dec 19 22:43:18 2021,2278.00
Sun Dec 19 22:43:18 2021,2206.00
Sun Dec 19 22:43:18 2021,2156.00
Sun Dec 19 22:43:18 2021,2478.00
Sun Dec 19 22:43:19 2021,2412.00
Sun Dec 19 22:43:19 2021,2444.00
Sun Dec 19 22:43:19 2021,2480.00
Sun Dec 19 22:43:19 2021,2418.00
Sun Dec 19 22:43:20 2021,2438.00
Sun Dec 19 22:43:20 2021,2470.00
Sun Dec 19 22:43:20 2021,2418.00
Sun Dec 19 22:43:20 2021,2336.00
Sun Dec 19 22:43:20 2021,2406.00
Sun Dec 19 22:43:21 2021,2232.00
Sun Dec 19 22:43:21 2021,2196.00
Sun Dec 19 22:43:21 2021,2254.00
Sun Dec 19 22:43:21 2021,2222.00
Sun Dec 19 22:43:21 2021,2242.00
Sun Dec 19 22:43:22 2021,2274.00
Sun Dec 19 22:43:22 2021,2238.00
Sun Dec 19 22:43:22 2021,2188.00
Sun Dec 19 22:43:22 2021,2516.00
Sun Dec 19 22:43:22 2021,2424.00
Sun Dec 19 22:43:23 2021,2578.00
Sun Dec 19 22:43:23 2021,3434.00
Sun Dec 19 22:43:23 2021,2424.00
Sun Dec 19 22:43:23 2021,2162.00
Sun Dec 19 22:43:23 2021,2254.00
Sun Dec 19 22:43:24 2021,2206.00
Sun Dec 19 22:43:24 2021,2224.00
Sun Dec 19 22:43:24 2021,2306.00
Sun Dec 19 22:43:24 2021,2216.00
Sun Dec 19 22:43:24 2021,2242.00
Sun Dec 19 22:43:25 2021,2252.00
Sun Dec 19 22:43:25 2021,2494.00
Sun Dec 19 22:43:25 2021,3126.00
Sun Dec 19 22:43:25 2021,2274.00
Sun Dec 19 22:43:25 2021,2488.00
Sun Dec 19 22:43:26 2021,2382.00
Sun Dec 19 22:43:26 2021,2306.00
Sun Dec 19 22:43:26 2021,2186.00
Sun Dec 19 22:43:26 2021,2232.00
Sun Dec 19 22:43:26 2021,2248.00
Sun Dec 19 22:43:27 2021,2170.00
Sun Dec 19 22:43:27 2021,2280.00
