2367.82,184216.40
2338.22,179575.20
2332.14,181440.40
2336.46,179440.40
2331.94,180958.40
2328.20,181133.60
2330.21,181290.00
2337.81,181881.60
2348.71,182729.60
2334.89,181654.40
2338.20,179574.00
2322.12,178339.20
2329.08,181202.80
2338.58,181941.20
2327.76,180634.00
2336.53,181782.40
2336.62,179452.80
2325.58,180930.40
2337.84,181416.40
2337.43,181852.00
2328.10,181126.40
2327.78,178773.20
2331.78,181412.80
2333.18,181054.40
2343.40,182316.40
2327.72,181096.80
2333.88,181575.60
2322.12,182518.40
2327.77,182962.80
2347.26,182617.20
2325.97,178634.80
2329.15,178878.80
2332.71,181485.20
2338.68,181481.20
2331.13,179030.80
2322.23,180669.20
2332.76,181488.80
2322.49,180690.00
2335.23,181680.80
2343.86,184696.40
2323.17,178419.60
2342.86,182274.40
2333.41,181539.20
2321.16,182442.80
2329.95,181270.40
2334.32,181610.40
2325.98,180961.20
2329.22,181213.20
2332.53,183803.20
2334.88,183521.20
2364.46,186319.60
2366.77,184134.40
2356.18,182839.60
2357.06,183379.60
2398.58,184211.20
2365.36,181659.60
2380.33,185189.60
2387.99,183397.60
2407.60,189719.20
2339.19,181989.20
2383.18,183028.40
2396.63,185978.80
2373.85,182312.00
2396.18,186422.80
2372.53,182210.40
2348.24,180344.80
2370.40,183942.80
2388.34,183424.80
2354.02,183142.40
2373.33,184644.80
2377.35,184957.60
2360.85,183674.00
2365.31,184021.20
2351.97,182983.60
2337.74,181876.40
2362.53,183804.80
2360.39,183638.00
2337.34,181845.20
2347.05,182600.80
2357.59,181062.80
2330.34,192952.00
2327.01,192210.80
2335.96,192950.00
2330.20,195270.80
2333.93,192782.40
2351.52,191884.40
2338.92,193662.40
2342.16,191588.40
2318.02,191468.80
2334.79,195188.40
2327.53,192719.20
2339.57,193716.40
2315.49,191259.60
2339.47,193240.00
2329.22,195188.40
2328.90,194696.00
2337.81,193102.80
2320.21,191649.20
2336.44,193457.60
2320.00,193951.60
2345.46,196080.40
2324.70,194810.00
2321.43,189893.20
2315.93,188979.60
2340.58,190991.20
2338.89,195999.20
2332.02,194957.20
2322.97,191877.20
2337.94,193581.20
2335.75,195736.00
2324.65,192016.40
2327.25,192230.80
2349.01,192149.20
2335.70,193396.00
2324.85,192032.40
2357.98,197127.20
2390.83,200351.20
2344.34,194111.20
2329.66,190100.40
2333.37,190403.20
2332.73,190817.20
2325.38,192541.60
2320.23,193971.60
2337.15,193048.40
2337.63,195426.00
2322.81,194186.80
2336.06,195294.40
2339.80,196075.20
2333.28,193195.20
2326.61,192177.60
2340.82,191010.80
2357.32,194714.80
2352.85,191051.60
2345.72,191880.00
2373.49,196050.00
2344.46,193652.00
2341.54,193411.20
2345.32,191846.80
2351.14,194674.80
2355.12,194532.80
2340.81,191010.00
2357.91,194763.60
2342.71,193976.40
2341.57,193413.60
2327.75,192272.40
2343.73,193592.40
2349.01,192148.80
2333.72,192765.20
2337.57,193083.20
2347.89,194405.20
2329.92,192451.60
2339.32,190888.80
2344.34,195986.80
2336.89,195831.20
2337.00,193036.00
2341.44,193402.80
2350.15,194122.40
2334.77,190984.00
2346.97,194328.80
2347.96,193941.60
