100.11,8469.35
109.26,9133.85
87.96,7529.25
95.07,7948.25
78.67,6592.23
94.21,7875.85
81.03,6936.45
98.07,8296.95
85.51,7319.25
84.44,7075.83
99.57,8423.35
89.58,7489.05
89.45,7567.35
87.79,7426.95
88.30,7488.13
81.01,6772.25
77.59,6486.65
91.25,7720.15
86.29,7299.75
88.60,7425.03
82.61,6988.55
89.31,7555.35
101.51,8607.73
203.73,17235.75
107.87,9039.83
89.09,7448.25
92.32,7625.95
88.14,7562.04
89.88,7694.05
103.97,8816.93
83.80,7005.45
86.81,7431.25
94.21,7969.75
76.72,6490.55
80.31,6810.53
73.15,6188.55
85.38,7222.95
84.14,7202.45
79.68,6661.05
84.29,7147.73
87.88,7434.55
79.55,6729.75
96.88,8196.15
74.63,6313.35
103.22,8649.43
83.34,7050.55
96.47,8161.75
87.66,7345.83
85.95,7270.95
78.55,6488.35
130.55,10940.23
102.33,8555.05
120.27,10054.25
95.33,7893.13
99.07,8381.35
100.25,8481.35
69.79,5904.55
97.78,8272.15
92.26,7804.95
92.52,7734.65
100.39,8512.93
99.83,8345.85
108.00,9136.55
88.30,7381.85
91.27,7721.35
101.39,8496.23
109.36,9142.65
91.68,7774.13
90.64,7577.85
96.54,8070.65
113.55,9629.33
96.13,8036.65
91.29,7631.45
99.50,8417.75
106.11,8870.65
89.10,7537.75
86.14,7201.45
116.56,9744.25
92.98,7884.53
95.18,7957.45
107.60,8887.55
86.46,7159.13
70.01,5727.23
83.77,6919.15
81.57,6819.45
76.83,6438.63
79.04,6544.33
91.53,7652.25
86.88,7263.45
86.09,7214.63
83.60,6989.05
83.42,6974.25
82.67,6911.45
73.28,6067.93
85.34,7134.25
85.18,7120.65
83.80,7022.23
66.24,5604.15
93.66,7829.85
87.39,7235.93
71.88,5951.53
88.30,7382.25
95.05,7851.15
93.12,7710.73
72.80,5955.23
83.12,6798.83
81.17,6704.35
74.55,6157.95
80.68,6760.63
85.93,7114.73
95.40,7784.44
66.04,5455.15
87.73,7351.43
94.39,7815.53
95.09,7854.35
95.98,7928.35
82.94,6784.43
81.23,6725.53
74.48,6226.25
78.05,6446.75
104.69,8647.15
85.96,7203.03
88.87,7340.35
93.47,7814.25
86.92,7197.13
94.75,7845.53
78.95,6521.55
99.16,8190.75
92.86,7688.73
99.23,8295.85
105.44,8815.05
103.50,8548.75
110.37,9248.63
108.18,9043.85
103.98,8692.65
89.50,7500.23
97.32,8136.25
92.54,7736.25
93.14,7711.93
103.82,8679.45
92.03,7785.75
82.06,6794.73
94.96,7843.95
100.31,8285.55
71.95,6029.03
94.92,7954.23
106.38,8893.05
85.62,7089.53
96.72,8008.33
81.65,6826.25
94.69,7821.15
91.25,7647.03
82.48,6813.15
94.99,7845.95
83.08,6945.45
103.80,8698.23
84.04,6941.95
88.53,7418.63
98.19,8228.23
86.47,7142.75
