83.11,7529.93
82.50,7391.97
66.48,6009.70
61.67,5512.93
60.41,5400.53
61.65,5523.57
68.08,6100.37
68.57,6075.60
52.77,4727.97
52.67,4824.30
61.26,5550.33
65.30,5915.93
65.15,5824.13
71.24,6439.70
59.69,5348.37
57.13,5119.17
57.48,5150.37
67.00,6070.33
61.65,5585.93
60.26,5459.93
51.62,4676.73
63.19,5712.10
62.13,5616.50
52.50,4745.70
53.12,4802.10
53.70,4811.97
49.16,4453.93
49.72,4455.17
73.32,6569.17
55.82,4946.00
64.52,5780.77
53.44,4735.20
59.97,5481.66
50.89,4509.20
50.28,4555.13
62.53,5665.13
55.90,5120.30
60.00,5375.57
57.70,5112.40
53.49,4792.37
58.35,5286.33
61.82,5526.53
60.05,5488.86
60.92,5458.77
63.36,5677.17
51.58,4621.97
54.56,4943.53
64.26,5757.97
66.17,5928.77
62.32,5583.57
55.48,4915.20
54.85,4805.24
62.43,5531.20
46.15,4088.80
62.31,5508.57
61.83,5478.00
57.70,5054.44
54.47,4826.00
54.46,4760.20
55.79,4887.24
51.34,4548.40
44.06,3859.24
64.31,5685.37
51.30,4545.60
52.63,4715.97
52.93,4689.20
61.57,5393.64
51.87,4647.17
55.48,4860.44
55.07,4879.60
59.36,5247.77
53.77,4763.60
50.80,4551.57
59.34,5257.20
53.41,4732.40
45.21,3996.57
53.59,4694.84
57.03,4996.04
64.67,5664.84
61.61,5397.24
63.01,5519.64
51.20,4485.24
60.06,5308.97
55.36,4960.37
57.97,5136.40
60.66,5313.64
57.62,5093.37
59.36,5259.60
55.52,4863.24
55.38,4796.07
62.09,5501.60
43.85,3884.80
64.73,5670.04
60.66,5374.40
53.91,4776.40
60.78,5324.44
61.71,5406.04
58.10,5136.17
65.51,5804.00
72.84,6453.60
