2380.15,178035.20
2364.02,174464.80
2345.06,173065.20
2361.73,174296.00
2362.19,176692.00
2342.47,172874.40
2352.67,174097.60
2353.44,171330.40
2342.60,170541.60
2356.76,172043.20
2352.10,173584.80
2338.46,172578.40
2350.07,171085.20
2357.96,174017.20
2345.49,171220.80
2365.99,174610.40
2349.38,173854.40
2343.14,172923.60
2341.81,170484.00
2425.51,179002.40
2372.96,172751.60
2352.54,174088.00
2349.40,173386.00
2343.42,171069.60
2352.70,173629.20
2358.21,174036.00
2341.94,173303.60
2351.49,171188.80
2330.29,169645.20
2349.62,173401.60
2354.87,173789.60
2341.90,173300.40
2350.64,175828.00
2351.34,171647.60
2342.48,172875.20
2370.22,174922.00
2372.60,173199.60
2358.34,171686.80
2343.58,172956.00
2342.57,175224.00
2339.95,170348.40
2350.31,173452.80
2348.86,175694.80
2353.32,174145.60
2354.40,173754.80
2369.15,175316.80
2335.75,170042.40
2352.57,173620.00
2353.89,173717.20
2333.59,172218.80
2353.55,208524.40
2349.25,205794.00
2360.91,209176.40
2339.70,209637.20
2352.03,213093.60
2351.53,210697.20
2366.60,209680.40
2352.45,213131.60
2328.47,208164.80
2349.04,210474.40
2346.90,210282.00
2357.71,211250.40
2342.56,205208.00
2342.98,212273.60
2343.85,207196.40
2351.89,210729.60
2347.82,210364.40
2351.99,208386.00
2347.53,207991.60
2345.59,207819.60
2365.25,209088.40
2352.59,208439.20
2340.43,209702.80
2347.98,208030.80
2356.56,208791.20
2333.96,209123.20
2337.62,208983.60
2360.90,209176.00
2350.14,210572.80
2349.65,208178.80
2350.51,210606.00
2339.47,209616.40
2349.44,210040.00
2341.39,209788.80
2359.26,209030.40
2341.90,212176.40
2356.72,206448.40
2334.61,206379.60
2346.80,207926.40
2335.96,206966.00
2352.51,208432.80
2375.87,210502.40
2356.51,208315.20
2343.42,205283.60
2342.20,209860.80
2358.09,208926.80
2345.58,207349.60
2349.73,208186.00
2342.75,207567.60
2355.96,211094.40
