2584.52,198490.80
2571.25,199528.80
2569.41,199900.40
2571.83,197516.80
2550.93,198462.40
2556.49,198384.00
2556.39,196330.40
2551.97,201095.20
2588.74,201403.60
2550.59,198436.00
2567.55,199755.20
2550.86,195906.40
2568.06,197227.20
2556.58,198390.80
2554.25,195655.20
2551.45,195441.20
2557.27,196398.40
2553.97,196145.20
2552.56,198589.20
2568.79,196769.20
2560.08,196614.00
2553.72,196126.00
2561.51,196724.00
2554.74,198758.80
2556.71,196355.60
2553.82,196133.60
2551.19,195421.20
2552.96,198620.40
2555.93,196295.60
2556.40,196331.60
2552.90,198104.80
2560.62,191534.40
2554.18,196160.80
2559.94,196603.60
2560.13,196618.00
2575.15,197771.20
2554.71,196202.00
2567.21,196648.40
2568.23,197240.40
2559.03,196533.20
2556.89,198926.00
2557.38,196406.80
2558.73,199069.20
2546.58,198124.00
2557.46,194366.80
2560.83,196672.00
2556.39,196330.80
2554.01,198191.20
2547.59,198202.40
2560.73,196664.40
2553.89,226274.40
2556.66,226520.40
2559.56,226265.20
2564.87,229812.00
2557.11,231674.40
2564.50,227214.40
2552.38,226140.80
2558.20,226145.20
2557.35,226581.60
2561.07,224350.00
2558.72,229261.20
2551.50,228614.00
2549.61,225895.60
2567.42,232095.20
2559.49,228818.40
2559.00,226727.20
2558.86,226715.20
2545.22,225506.80
2550.53,225976.80
2555.88,226450.80
2560.91,226896.80
2549.91,223372.40
2558.71,229260.40
2561.26,224366.40
2560.97,229463.20
2541.37,225165.60
2554.91,228919.60
2547.30,227728.80
2563.37,227114.80
2555.39,226407.20
2549.63,225896.80
2547.58,225716.00
2558.55,228734.40
2553.13,223654.40
2563.95,227165.60
2552.88,226185.60
2566.05,226838.80
2552.76,226174.80
2548.89,230929.20
2563.35,227112.40
2557.37,229140.00
2571.62,230416.80
2556.65,226518.80
2558.75,229264.00
2556.87,229095.60
2558.29,226664.80
2557.63,226605.60
2557.54,228644.40
2558.01,226640.00
2571.01,225220.80
