166.85,12013.45
131.90,9338.22
122.25,8655.02
110.00,7788.22
127.68,8937.67
108.55,7706.96
137.23,9743.36
140.12,9920.62
157.37,11141.82
137.60,9741.82
118.31,8400.16
124.62,8847.76
110.47,7732.87
135.21,9735.45
123.59,8750.22
113.32,8023.02
124.13,8788.62
143.53,10190.96
110.11,7817.76
110.98,7879.36
112.64,7997.36
132.53,9383.42
120.87,8436.94
113.44,8054.56
120.29,8420.07
123.62,8752.62
112.85,7989.82
135.56,9597.82
107.71,7647.76
124.72,8854.96
120.14,8530.16
122.26,8680.56
134.99,9557.42
109.15,7618.94
119.59,8347.34
121.56,8606.62
105.68,7503.36
114.71,8144.16
122.68,8710.56
107.47,7522.87
239.73,16972.62
131.36,9300.62
135.25,9710.71
120.62,8563.76
116.62,8279.76
109.49,7664.07
141.55,10021.42
129.06,9137.42
113.83,7945.34
120.18,8509.02
113.15,10025.05
93.73,8397.93
108.11,9665.20
106.10,9400.65
124.42,11272.42
103.34,9259.53
121.13,10853.53
100.48,9002.73
105.86,9273.76
111.70,9985.60
103.53,9276.33
105.38,9336.65
117.11,10493.13
102.39,9276.82
106.66,9556.33
113.04,10241.22
96.44,8737.22
121.47,10859.20
95.38,8450.25
102.50,9183.93
108.81,9749.53
115.71,10367.93
112.28,10172.82
99.47,8813.45
120.60,10926.02
100.87,9037.93
121.28,10842.00
109.60,9710.25
104.04,9322.33
95.11,8521.93
107.14,9599.93
90.64,8121.53
103.47,9270.73
96.07,8607.53
108.73,9720.80
94.26,8351.05
94.49,8466.73
97.39,8823.62
122.66,10989.93
106.64,9661.22
96.34,8631.93
105.32,9331.45
93.48,8469.62
96.31,8610.00
106.54,9524.40
118.19,10589.53
92.95,8327.93
100.53,9007.93
101.11,9160.42
120.91,10833.13
